date,adj close,SMA,BB%,RSI,CCI,PPO,PPO_signal,Signal
2000-01-03,89.375,,,,,,,2
2000-01-04,81.9375,,,,,,,2
2000-01-05,69.75,,,,,,,2
2000-01-06,65.5625,,,,,,,2
2000-01-07,69.5625,,,,,,,2
2000-01-10,69.1875,,,,,,,2
2000-01-11,66.75,,,,,,,2
2000-01-12,63.5625,,,,,,,2
2000-01-13,65.9375,,,,,,,2
2000-01-14,64.25,70.5875,,,,,,2
2000-01-18,64.125,68.0625,,,,,,2
2000-01-19,66.8125,66.55,,,,,,2
2000-01-20,64.75,66.05,,,,,,2
2000-01-21,62.0625,65.7,,23.013618988075834,,,,2
2000-01-24,70.125,65.75625,,42.223373652824,,,,0
2000-01-25,69.25,65.7625,,41.026909407645945,,,,2
2000-01-26,64.8125,65.56875,,35.528482580383,,,,2
2000-01-27,66.9375,65.90625,,39.696391319492186,,,,2
2000-01-28,61.6875,65.48125,,33.87056191603837,,,,2
2000-01-31,64.5625,65.5125,0.3650479058098407,39.138186913201515,-91.77734132422246,,,2
2000-02-01,67.4375,65.84375,0.528687849095522,43.94664987270529,3.2963384557012447,,,2
2000-02-02,69.4375,66.10625,0.8046899472115788,47.07897249315744,103.8089994494218,,,2
2000-02-03,84.1875,68.05,1.427227178523735,63.34664326464128,376.8138176146459,,,2
2000-02-04,78.5625,69.7,1.0183775878088839,56.24590934356234,229.66028832503565,,,2
2000-02-07,75.0,70.1875,0.8215336401256645,52.25113381433407,118.96962211123667,,,2
2000-02-08,83.125,71.575,1.0659250844752142,59.34340901313416,167.55389436327258,-0.05061516532248452,,2
2000-02-09,80.25,73.11875,0.8983503343871478,56.164462054041,149.36559495328683,0.6857566736004291,,2
2000-02-10,76.1875,74.04375,0.7262549081402871,51.931162113889826,85.21469269597107,0.8148464078555715,,1
2000-02-11,76.1875,75.49375,0.7057383025181437,51.93116211388983,72.2071643962594,0.9060384312226879,,2
2000-02-14,74.4375,76.48125,0.6260735349199205,50.046618397911175,40.322205149695044,0.7804819586371949,,2
2000-02-15,73.8125,77.11875,0.5875156413220484,49.35771258125096,24.087149727207922,0.6065267438332492,,2
2000-02-16,70.6875,77.24375,0.4624623404480184,45.95173551049676,-1.8564511678081563,0.12786946313570047,,2
2000-02-17,69.0,75.725,0.38749261106372895,44.178854495383426,-31.300733813883905,-0.43437099200343804,,2
2000-02-18,64.75,74.34375,0.20840866431863211,39.993808237080586,-80.46092520014751,-1.3428138463531718,-0.07327895813676336,2
2000-02-22,63.5625,73.2,0.1869307720902572,38.885395013299764,-91.2050042360195,-2.1868887667127446,-0.4960009198519596,2
2000-02-23,70.4375,71.93125,0.4492112090818035,47.88980753610169,-35.26223497529088,-2.058320533846553,-0.8084648426508783,0
2000-02-24,68.4375,70.75,0.3618537721152897,45.77681518404869,-43.02371554311118,-2.160245602062285,-1.0788209945331597,2
2000-02-25,69.125,70.04375,0.3834259523112627,46.64824207511185,-51.825167162083375,-2.13907036836388,-1.2908708692993038,2
2000-02-28,65.75,69.0,0.22837942398982744,42.99522331792663,-83.6430225669198,-2.484146161231368,-1.529525927685717,2
