date,adj close,Signal_actual,prediction,Signal
2017-04-18,135.14730834960938,2,117.34337014449243,2
2017-04-19,134.64956665039062,0,117.34337014449243,2
2017-04-20,136.33413696289062,1,117.34337014449243,2
2017-04-21,136.1714324951172,0,117.34337014449243,2
2017-04-24,137.48269653320312,2,118.1153652574503,2
2017-04-25,138.3345489501953,1,118.1153652574503,2
2017-04-26,137.52099609375,0,118.1153652574503,1
2017-04-27,137.62625122070312,1,117.34337014449243,1
2017-04-28,137.4922637939453,0,116.1853774750556,2
2017-05-01,140.2966766357422,2,116.95737258801348,2
2017-05-02,141.18678283691406,1,117.72936770097137,0
2017-05-03,140.75611877441406,2,117.34337014449243,2
2017-05-04,140.24879455566406,0,118.1153652574503,2
2017-05-05,142.5746307373047,2,118.1153652574503,2
2017-05-08,146.4510498046875,2,117.72936770097137,1
2017-05-09,147.3890380859375,1,118.1153652574503,2
2017-05-10,146.6903076171875,0,118.1153652574503,2
2017-05-11,147.95892333984375,2,118.1153652574503,2
2017-05-12,150.0252685546875,1,117.72936770097137,2
2017-05-15,149.64085388183594,2,117.34337014449243,2
2017-05-16,149.41976928710938,2,117.34337014449243,2
2017-05-17,144.40293884277344,0,117.72936770097137,1
2017-05-18,146.60379028320312,2,118.1153652574503,2
2017-05-19,147.10354614257812,2,118.50136281392923,2
2017-05-22,147.99737548828125,1,118.50136281392923,2
2017-05-23,147.8147735595703,2,118.1153652574503,1
2017-05-24,147.3726806640625,0,118.1153652574503,2
2017-05-25,147.88201904296875,1,118.50136281392923,2
2017-05-26,147.6322021484375,0,118.1153652574503,1
2017-05-30,147.68984985351562,1,117.34337014449243,2
2017-05-31,146.81524658203125,0,117.72936770097137,0
2017-06-01,147.21890258789062,2,117.72936770097137,2
2017-06-02,149.40057373046875,1,116.95737258801348,2
2017-06-05,147.93971252441406,0,117.72936770097137,0
2017-06-06,148.43948364257812,2,117.72936770097137,2
2017-06-07,149.32369995117188,1,118.50136281392923,2
2017-06-08,148.95848083496094,2,118.50136281392923,2
2017-06-09,143.18234252929688,2,118.50136281392923,2
2017-06-12,139.7609100341797,0,118.1153652574503,1
2017-06-13,140.8853759765625,1,118.50136281392923,2
2017-06-14,139.51101684570312,2,118.88736037040817,2
2017-06-15,138.67483520507812,2,118.50136281392923,1
2017-06-16,136.73348999023438,0,119.27335792688712,2
2017-06-19,140.64508056640625,1,118.88736037040817,0
2017-06-20,139.36685180664062,0,119.65935548336606,2
2017-06-21,140.19337463378906,1,118.88736037040817,1
2017-06-22,139.96275329589844,0,117.72936770097137,1
2017-06-23,140.58741760253906,1,118.50136281392923,2
2017-06-26,140.14532470703125,2,118.9013981795215,2
2017-06-27,138.1366424560547,0,118.9013981795215,2
2017-06-28,140.1549530029297,1,118.51535504578355,2
2017-06-29,138.08860778808594,0,118.9013981795215,2
2017-06-30,138.41537475585938,1,118.9013981795215,2
2017-07-03,137.91558837890625,0,118.9013981795215,2
2017-07-05,138.48265075683594,1,118.51535504578355,2
2017-07-06,137.1755828857422,0,118.51535504578355,2
2017-07-07,138.56915283203125,2,118.51535504578355,0
2017-07-10,139.4148712158203,2,118.12931191204561,2
2017-07-11,139.86660766601562,2,118.12931191204561,2
2017-07-12,140.0684356689453,2,118.12931191204561,2
2017-07-13,142.01947021484375,2,118.9013981795215,0
2017-07-14,143.24002075195312,2,118.51535504578355,2
2017-07-17,143.73976135253906,2,118.12931191204561,2
2017-07-18,144.2395477294922,2,118.12931191204561,2
2017-07-19,145.14295959472656,1,118.12931191204561,2
2017-07-20,144.48941040039062,2,118.12931191204561,2
2017-07-21,144.42213439941406,0,118.12931191204561,1
2017-07-24,146.1713409423828,2,118.51535504578355,2
2017-07-25,146.7960205078125,2,118.51535504578355,2
2017-07-26,147.48802185058594,1,118.12931191204561,2
2017-07-27,144.70086669921875,2,118.12931191204561,1
2017-07-28,143.68211364746094,2,118.12931191204561,2
2017-07-31,142.94207763671875,0,117.74326877830765,2
2017-08-01,144.21072387695312,2,117.74326877830765,2
2017-08-02,151.02479553222656,1,118.12931191204561,0
2017-08-03,149.51589965820312,0,117.74326877830765,2
2017-08-04,150.30398559570312,2,117.74326877830765,2
2017-08-07,152.62982177734375,2,117.74326877830765,2
2017-08-08,153.8503875732422,2,117.74326877830765,0
2017-08-09,154.792236328125,1,117.35722564456971,2
2017-08-10,149.86183166503906,0,117.35722564456971,1
2017-08-11,151.94593811035156,2,116.97118251083177,2
2017-08-14,154.23263549804688,2,116.58513937709382,2
2017-08-15,155.92112731933594,1,117.35722564456972,0
2017-08-16,155.2939910888672,2,117.74326877830765,2
2017-08-17,152.31256103515625,2,117.74326877830765,2
2017-08-18,151.96524047851562,2,117.74326877830765,2
2017-08-21,151.6854248046875,0,118.12931191204561,2
2017-08-22,154.1651153564453,2,118.51535504578355,2
2017-08-23,154.35806274414062,1,118.51535504578355,2
2017-08-24,153.6730194091797,0,118.51535504578355,2
2017-08-25,154.24229431152344,2,118.51535504578355,2
2017-08-28,155.79571533203125,2,118.51535504578355,2
2017-08-29,157.1851043701172,2,118.12931191204561,1
2017-08-30,157.6096649169922,2,117.74326877830765,2
2017-08-31,158.23678588867188,2,118.12931191204561,2
2017-09-01,158.28506469726562,1,118.12931191204561,2
2017-09-05,156.38427734375,2,117.35722564456971,1
2017-09-06,156.22021484375,2,117.35722564456971,2
2017-09-07,155.5930938720703,2,116.97118251083177,2
2017-09-08,153.05552673339844,0,117.74326877830765,0
2017-09-11,155.8246612548828,1,118.12931191204561,2
2017-09-12,155.20716857910156,2,117.35722564456971,2
2017-09-13,154.0396728515625,2,117.74326877830765,0
2017-09-14,152.71780395507812,0,117.35722564456971,2
2017-09-15,154.2615966796875,1,118.12931191204561,0
2017-09-18,153.0941162109375,0,118.51535504578355,2
2017-09-19,153.1519775390625,1,118.12931191204561,2
2017-09-20,150.58547973632812,2,119.01938394899032,2
2017-09-21,147.99964904785156,2,119.01938394899032,2
2017-09-22,146.55235290527344,2,119.01938394899032,2
2017-09-25,145.25946044921875,0,119.01938394899032,2
2017-09-26,147.7584228515625,2,118.63043208588763,1
2017-09-27,148.81011962890625,1,118.63043208588763,0
2017-09-28,147.89352416992188,0,118.24148022278496,2
2017-09-29,148.7039794921875,1,118.63043208588763,2
2017-10-02,148.40489196777344,0,118.24148022278496,1
2017-10-03,149.05136108398438,1,118.24148022278496,2
2017-10-04,148.0865020751953,0,118.24148022278496,2
2017-10-05,149.9293670654297,1,118.24148022278496,2
2017-10-06,149.84251403808594,0,118.24148022278496,2
2017-10-09,150.36354064941406,2,118.24148022278496,2
2017-10-10,150.4214324951172,2,118.24148022278496,2
2017-10-11,151.04861450195312,1,118.24148022278496,2
2017-10-12,150.51795959472656,0,117.85252835968228,2
2017-10-13,151.47315979003906,2,118.24148022278496,0
2017-10-16,154.2615966796875,2,118.24148022278496,2
2017-10-17,154.8308563232422,1,118.63043208588763,2
2017-10-18,154.14581298828125,2,118.63043208588763,0
2017-10-19,150.49862670898438,0,119.01938394899032,1
2017-10-20,150.75914001464844,1,118.24148022278496,1
2017-10-23,150.68197631835938,0,118.24148022278496,1
2017-10-24,151.5792694091797,1,119.01938394899032,0
2017-10-25,150.9135284423828,0,118.24148022278496,1
2017-10-26,151.87835693359375,2,118.24148022278496,1
2017-10-27,157.32015991210938,2,118.24148022278496,2
2017-10-30,160.86123657226562,2,118.24148022278496,2
2017-10-31,163.09967041015625,1,118.24148022278496,2
2017-11-01,161.02525329589844,0,118.24148022278496,2
2017-11-02,162.20237731933594,2,117.85252835968228,2
2017-11-03,166.43809509277344,2,118.24148022278496,0
2017-11-06,168.12660217285156,2,118.24148022278496,2
2017-11-07,168.66690063476562,2,118.24148022278496,2
2017-11-08,170.04669189453125,1,117.85252835968228,2
2017-11-09,169.69935607910156,2,117.85252835968228,2
2017-11-10,169.13768005371094,2,117.85252835968228,2
2017-11-13,168.45986938476562,2,117.85252835968228,1
2017-11-14,165.9131317138672,2,118.24148022278496,0
2017-11-15,163.72471618652344,0,118.24148022278496,2
2017-11-16,165.68077087402344,1,117.85252835968228,2
2017-11-17,164.76084899902344,2,118.24148022278496,0
2017-11-20,164.59625244140625,0,118.24148022278496,2
2017-11-21,167.65615844726562,2,117.85252835968228,1
2017-11-22,169.4185028076172,2,117.46357649657959,2
2017-11-24,169.42819213867188,1,117.0746246334769,2
2017-11-27,168.57606506347656,2,117.85252835968228,0
2017-11-28,167.58837890625,2,118.24148022278496,2
2017-11-29,164.11212158203125,0,118.24148022278496,0
2017-11-30,166.40701293945312,1,118.24148022278496,2
2017-12-01,165.63233947753906,2,118.24148022278496,2
2017-12-04,164.4219207763672,2,118.63043208588763,2
2017-12-05,164.26698303222656,2,118.63043208588763,2
2017-12-06,163.65696716308594,0,118.24148022278496,1
2017-12-07,163.95716857910156,2,118.24148022278496,0
2017-12-08,164.0055389404297,2,117.85252835968228,2
2017-12-11,167.20103454589844,1,117.85252835968228,1
2017-12-12,166.26174926757812,0,118.24148022278496,0
2017-12-13,166.81370544433594,1,117.85252835968228,1
2017-12-14,166.76528930664062,0,118.92139698573617,0
2017-12-15,168.45986938476562,2,118.92139698573617,2
2017-12-18,170.832275390625,1,118.92139698573617,2
2017-12-19,169.01177978515625,2,118.92139698573617,2
2017-12-20,168.82781982421875,0,118.92139698573617,1
2017-12-21,169.4669189453125,2,118.92139698573617,1
2017-12-22,169.4669189453125,1,118.92139698573617,1
2017-12-26,165.16757202148438,0,118.92139698573617,2
2017-12-27,165.19662475585938,2,118.92139698573617,2
2017-12-28,165.66140747070312,1,118.92139698573617,2
2017-12-29,163.8699951171875,0,118.92139698573617,2
2018-01-02,166.80401611328125,1,118.92139698573617,2
2018-01-03,166.77496337890625,0,118.92139698573617,2
2018-01-04,167.54962158203125,2,118.92139698573617,2
2018-01-05,169.45721435546875,1,118.92139698573617,1
2018-01-08,168.82781982421875,2,118.92139698573617,2
2018-01-09,168.80845642089844,2,118.92139698573617,2
2018-01-10,168.76971435546875,0,119.31517606432332,0
2018-01-11,169.72837829589844,2,118.92139698573617,1
2018-01-12,171.48106384277344,1,118.92139698573617,2
2018-01-16,170.60955810546875,0,118.92139698573617,2
2018-01-17,173.42739868164062,2,118.92139698573617,2
2018-01-18,173.5823211669922,1,118.92139698573617,2
2018-01-19,172.8076629638672,2,118.92139698573617,2
2018-01-22,171.3939208984375,0,118.92139698573617,1
2018-01-23,171.43263244628906,1,118.92139698573617,2
2018-01-24,168.7019500732422,2,118.527617907149,1
2018-01-25,165.69044494628906,0,118.527617907149,2
2018-01-26,166.0777587890625,1,118.92139698573617,0
2018-01-29,162.6402130126953,2,118.92139698573617,2
2018-01-30,161.68157958984375,0,118.527617907149,2
2018-01-31,162.12701416015625,2,118.527617907149,2
2018-02-01,162.46591186523438,1,118.92139698573617,0
2018-02-02,155.41651916503906,2,118.92139698573617,2
2018-02-05,151.53350830078125,0,118.527617907149,2
2018-02-06,157.8663330078125,1,118.92139698573617,0
2018-02-07,154.48687744140625,2,118.92139698573617,2
2018-02-08,150.23594665527344,0,118.527617907149,2
2018-02-09,152.07354736328125,2,118.13383882856184,2
2018-02-12,158.19888305664062,2,118.13383882856184,0
2018-02-13,159.78367614746094,2,118.13383882856184,2
2018-02-14,162.72967529296875,2,118.13383882856184,2
2018-02-15,168.19387817382812,1,118.92139698573617,0
2018-02-16,167.64939880371094,2,118.92139698573617,0
2018-02-20,167.08547973632812,2,118.92139698573617,2
2018-02-21,166.3271026611328,0,118.92139698573617,2
2018-02-22,167.7174530029297,2,118.92139698573617,2
2018-02-23,170.63427734375,2,118.13383882856184,2
2018-02-26,174.008056640625,1,118.527617907149,2
2018-02-27,173.4441680908203,2,117.74005974997468,2
2018-02-28,173.18165588378906,2,117.74005974997468,2
2018-03-01,170.1481170654297,0,117.34628067138752,1
2018-03-02,171.32460021972656,2,117.34628067138752,2
2018-03-05,171.91770935058594,1,117.74005974997468,0
2018-03-06,171.7718505859375,2,118.13383882856184,2
2018-03-07,170.1773223876953,0,118.13383882856184,2
2018-03-08,172.03436279296875,2,118.13383882856184,2
2018-03-09,174.99005126953125,2,118.13383882856184,0
2018-03-12,176.68182373046875,1,118.13383882856184,2
2018-03-13,174.9803466796875,2,118.13383882856184,2
2018-03-14,173.4927520751953,0,118.74483433241008,1
2018-03-15,173.69692993164062,1,118.74483433241008,2
2018-03-16,173.0844268798828,2,118.74483433241008,2
2018-03-19,170.43983459472656,2,118.74483433241008,2
2018-03-20,170.38150024414062,2,118.74483433241008,2
2018-03-21,166.5215606689453,2,118.74483433241008,2
2018-03-22,164.1686553955078,2,118.74483433241008,2
2018-03-23,160.36703491210938,0,118.74483433241008,2
2018-03-26,167.97999572753906,1,118.74483433241008,2
2018-03-27,163.6727752685547,2,118.74483433241008,2
2018-03-28,161.86436462402344,0,118.74483433241008,2
2018-03-29,163.12831115722656,1,118.74483433241008,2
2018-04-02,162.05880737304688,0,118.74483433241008,2
2018-04-03,163.72142028808594,2,117.93704714792266,1
2018-04-04,166.85214233398438,2,117.93704714792266,0
2018-04-05,168.00912475585938,1,118.34094074016636,0
2018-04-06,163.71170043945312,0,118.34094074016636,2
2018-04-09,165.33538818359375,2,117.93704714792266,2
2018-04-10,168.44667053222656,1,117.53315355567895,2
2018-04-11,167.65911865234375,0,117.93704714792266,2
2018-04-12,169.31199645996094,2,117.93704714792266,2
2018-04-13,169.88560485839844,2,117.93704714792266,0
2018-04-16,170.94541931152344,2,117.93704714792266,2
2018-04-17,173.29830932617188,1,117.93704714792266,2
2018-04-18,172.90939331054688,2,118.34094074016636,2
2018-04-19,168.00912475585938,2,118.74483433241008,2
2018-04-20,161.1254119873047,2,118.34094074016636,2
2018-04-23,160.65875244140625,2,118.34094074016636,2
2018-04-24,158.42251586914062,0,118.34094074016636,2
2018-04-25,159.11280822753906,2,118.74483433241008,2
2018-04-26,159.66700744628906,1,118.34094074016636,1
2018-04-27,157.81968688964844,0,118.34094074016636,2
2018-04-30,160.6781768798828,2,118.74483433241008,0
2018-05-01,164.4116973876953,2,118.34094074016636,1
2018-05-02,171.67462158203125,2,118.74483433241008,2
2018-05-03,171.98573303222656,2,117.93704714792266,1
2018-05-04,178.7333221435547,2,117.93704714792266,1
2018-05-07,180.02645874023438,2,118.34094074016636,2
2018-05-08,180.8917694091797,2,117.93704714792266,2
2018-05-09,182.1654510498047,2,117.93704714792266,2
2018-05-10,184.77114868164065,1,117.93704714792266,2
2018-05-11,184.06842041015625,2,118.34094074016636,2
2018-05-14,183.6389617919922,2,117.93704714792266,2
2018-05-15,181.969970703125,0,117.93704714792266,1
2018-05-16,183.6682281494141,1,117.53315355567895,2
2018-05-17,182.5067901611328,2,117.12925996343523,2
2018-05-18,181.84307861328125,0,117.93704714792266,0
2018-05-21,183.1314392089844,1,117.93704714792266,2
2018-05-22,182.6726837158203,0,118.34094074016636,0
2018-05-23,183.84396362304688,1,118.74483433241008,2
2018-05-24,183.6389617919922,0,118.74483433241008,2
2018-05-25,184.05865478515625,1,117.93704714792266,1
2018-05-29,183.3949737548828,2,117.93704714792266,2
2018-05-30,183.0045623779297,2,117.93704714792266,2
2018-05-31,182.3896331787109,0,117.93704714792266,2
2018-06-01,185.6788330078125,2,117.53315355567895,1
2018-06-04,187.23074340820312,2,117.93704714792266,0
2018-06-05,188.6752471923828,2,117.93704714792266,2
2018-06-06,189.3291778564453,1,117.93704714792266,2
2018-06-07,188.82167053222656,2,117.53315355567895,2
2018-06-08,187.1038513183593,2,118.26032265072952,2
2018-06-11,186.6451110839844,0,118.26032265072952,2
2018-06-12,187.66993713378903,1,118.26032265072952,2
2018-06-13,186.12782287597656,0,118.26032265072952,2
2018-06-14,186.2254333496093,1,118.26032265072952,2
2018-06-15,184.3124389648437,2,118.26032265072952,2
2018-06-18,184.2147979736328,2,118.67382662976635,2
2018-06-19,181.23794555664065,0,119.08733060880319,2
2018-06-20,182.02853393554688,1,119.08733060880319,0
2018-06-21,181.01345825195312,2,118.67382662976635,1
2018-06-22,180.48638916015625,2,118.26032265072952,2
2018-06-25,177.80233764648438,0,119.08733060880319,2
2018-06-26,180.00816345214844,1,119.08733060880319,2
2018-06-27,179.74462890625,0,119.08733060880319,0
2018-06-28,181.0525054931641,1,119.08733060880319,2
2018-06-29,180.67184448242188,0,119.08733060880319,1
2018-07-02,182.6922149658203,1,118.67382662976635,2
2018-07-03,179.51039123535156,0,119.08733060880319,2
2018-07-05,180.95489501953125,2,118.67382662976635,1
2018-07-06,183.46327209472656,2,118.67382662976635,2
2018-07-09,186.01071166992188,1,119.08733060880319,2
2018-07-10,185.7862548828125,2,119.08733060880319,2
2018-07-11,183.3754272460937,0,119.08733060880319,1
2018-07-12,186.4499053955078,2,119.08733060880319,2
2018-07-13,186.74270629882807,1,118.67382662976635,2
2018-07-16,186.33279418945312,0,118.26032265072952,2
2018-07-17,186.85983276367188,1,118.26032265072952,1
2018-07-18,185.8350067138672,0,118.67382662976635,0
2018-07-19,187.2795562744141,1,118.26032265072952,2
2018-07-20,186.85011291503903,0,118.26032265072952,2
2018-07-23,187.0159912109375,2,118.26032265072952,2
2018-07-24,188.3726959228516,2,118.26032265072952,2
2018-07-25,190.1490631103516,1,118.67382662976635,0
2018-07-26,189.55368041992188,2,118.67382662976635,2
2018-07-27,186.4011383056641,2,118.67382662976635,1
2018-07-30,185.3567810058593,0,118.67382662976635,2
2018-07-31,185.72764587402344,2,118.26032265072952,2
2018-08-01,196.6688995361328,2,118.26032265072952,2
2018-08-02,202.4176788330078,2,118.26032265072952,2
2018-08-03,203.00328063964844,2,118.26032265072952,2
2018-08-06,204.0573883056641,1,118.26032265072952,2
2018-08-07,202.1443786621093,0,118.26032265072952,2
2018-08-08,202.2810516357422,2,118.67382662976635,2
2018-08-09,203.87196350097656,1,118.26032265072952,2
2018-08-10,203.26467895507807,0,118.26032265072952,1
2018-08-13,204.5771331787109,2,118.26032265072952,2
2018-08-14,205.4391021728516,2,118.26032265072952,2
2018-08-15,205.91900634765625,2,118.26032265072952,2
2018-08-16,208.9357147216797,2,118.26032265072952,2
2018-08-17,213.10812377929688,1,118.26032265072952,2
2018-08-20,211.0317230224609,2,118.26032265072952,2
2018-08-21,210.620346069336,0,118.26032265072952,2
2018-08-22,210.63015747070312,2,118.26032265072952,2
2018-08-23,211.0611114501953,2,118.26032265072952,2
2018-08-24,211.7173309326172,2,118.26032265072952,2
2018-08-27,213.4607391357422,2,118.26032265072952,2
2018-08-28,215.1845703125,2,118.26032265072952,2
2018-08-29,218.3971710205078,2,118.26032265072952,2
2018-08-30,220.405014038086,2,118.26032265072952,2
2018-08-31,222.9515838623047,2,118.26032265072952,2
2018-09-04,223.6665954589844,1,119.49679625690423,2
2018-09-05,222.2072296142578,2,119.49679625690423,2
2018-09-06,218.51470947265625,2,119.49679625690423,1
2018-09-07,216.751693725586,2,119.49679625690423,2
2018-09-10,213.8427276611328,0,119.49679625690423,2
2018-09-11,219.24929809570312,1,119.49679625690423,2
2018-09-12,216.52642822265625,0,119.49679625690423,2
2018-09-13,221.7566680908203,1,119.49679625690423,2
2018-09-14,219.239486694336,2,119.49679625690423,1
2018-09-17,213.4019927978516,0,119.49679625690423,2
2018-09-18,213.7545928955078,2,119.49679625690423,2
2018-09-19,213.88189697265625,2,119.49679625690423,2
2018-09-20,215.5078125,1,119.49679625690423,2
2018-09-21,213.1865081787109,0,119.49679625690423,2
2018-09-24,216.252182006836,2,119.49679625690423,1
2018-09-25,217.62339782714844,1,119.49679625690423,2
2018-09-26,215.8897705078125,0,119.49679625690423,2
2018-09-27,220.32666015625,2,119.49679625690423,2
2018-09-28,221.1004333496093,2,119.49679625690423,2
2018-11-13,188.9360809326172,2,119.07304914338029,1
2018-11-14,183.59915161132807,0,119.49679625690423,0
2018-11-15,188.1301422119141,2,118.64930202985634,2
2018-11-16,190.2138061523437,1,119.07304914338029,0
2018-11-19,182.6752471923828,2,119.49679625690423,0
2018-11-20,173.94741821289062,2,119.07304914338029,2
2018-11-21,173.75083923339844,2,119.49679625690423,0
2018-11-23,169.3377685546875,0,119.49679625690423,0
2018-11-26,171.62783813476562,1,119.49679625690423,2
2018-11-27,171.25436401367188,0,119.07304914338029,1
2018-11-28,177.8395538330078,1,120.24998758642154,0
2018-11-29,176.47335815429688,2,120.24998758642154,2
2018-11-30,175.51998901367188,0,120.24998758642154,2
2018-12-03,181.653076171875,1,120.24998758642154,2
2018-12-04,173.66236877441406,2,120.24998758642154,2
2018-12-06,171.72613525390625,2,120.24998758642154,2
2018-12-07,165.6029052734375,0,119.82052374407871,1
2018-12-10,166.69386291503906,1,120.24998758642154,2
2018-12-11,165.74049377441406,0,120.24998758642154,2
2018-12-12,166.2024383544922,2,120.24998758642154,0
2018-12-13,168.02072143554688,1,120.24998758642154,2
2018-12-14,162.64443969726562,2,120.24998758642154,2
2018-12-17,161.130859375,0,120.24998758642154,2
2018-12-18,163.224365234375,1,120.24998758642154,2
2018-12-19,158.1331024169922,2,120.24998758642154,2
2018-12-20,154.14266967773438,2,120.24998758642154,1
2018-12-21,148.14720153808594,2,120.24998758642154,2
2018-12-24,144.3140411376953,0,120.24998758642154,2
2018-12-26,154.4768524169922,1,120.24998758642154,2
2018-12-27,153.47433471679688,0,120.24998758642154,2
2018-12-28,153.552978515625,2,120.24998758642154,0
2018-12-31,155.037109375,2,120.24998758642154,2
2019-01-02,155.21400451660156,1,120.24998758642154,2
2019-01-03,139.7535400390625,0,119.82052374407871,2
2019-01-04,145.71951293945312,1,119.39105990173589,2
2019-01-07,145.39520263671875,0,119.39105990173589,2
2019-01-08,148.1668701171875,2,119.39105990173589,0
2019-01-09,150.6829833984375,2,119.39105990173589,2
2019-01-10,151.1646270751953,1,119.39105990173589,2
2019-01-11,149.6804656982422,2,119.39105990173589,2
2019-01-14,147.42971801757812,0,119.39105990173589,2
2019-01-15,150.44712829589844,2,119.39105990173589,0
2019-01-16,152.2850799560547,2,119.82052374407871,2
2019-01-17,153.18930053710938,2,119.39105990173589,2
2019-01-18,154.1328582763672,1,119.39105990173589,2
2019-01-22,150.6731719970703,0,119.39105990173589,2
2019-01-23,151.2825469970703,1,119.39105990173589,2
2019-01-24,150.08343505859375,0,119.39105990173589,2
2019-01-25,155.05674743652344,1,119.39105990173589,2
2019-01-28,153.62176513671875,2,119.39105990173589,2
2019-01-29,152.02951049804688,0,119.39105990173589,2
2019-01-30,162.4184112548828,2,119.39105990173589,0
2019-01-31,163.58799743652344,2,119.39105990173589,2
2019-02-01,163.66664123535156,2,119.39105990173589,2
2019-02-04,168.31558227539062,2,119.39105990173589,2
2019-02-05,171.1953887939453,2,119.39105990173589,2
2019-02-06,171.25436401367188,1,119.39105990173589,2
2019-02-07,168.0109100341797,0,119.39105990173589,2
2019-02-08,168.2083282470703,1,119.39105990173589,1
2019-02-11,167.240966796875,0,119.39105990173589,2
2019-02-12,168.68211364746094,1,119.39105990173589,2
2019-02-13,167.9812774658203,0,119.39105990173589,2
2019-02-27,172.61068725585938,1,120.5569405550201,2
2019-02-28,170.9129180908203,0,120.5569405550201,2
2019-03-01,172.70938110351562,2,120.5569405550201,1
2019-03-04,173.57803344726562,1,120.5569405550201,2
2019-03-05,173.2621612548828,2,120.5569405550201,2
2019-03-06,172.26522827148438,2,120.5569405550201,1
2019-03-07,170.2713165283203,0,120.5569405550201,2
2019-03-08,170.676025390625,2,120.5569405550201,2
2019-03-11,176.58860778808594,2,120.5569405550201,1
2019-03-12,178.57266235351562,2,120.5569405550201,2
2019-03-13,179.36231994628906,2,120.5569405550201,2
2019-03-14,181.3562164306641,2,120.5569405550201,2
2019-03-15,183.71533203125,2,120.5569405550201,2
2019-03-18,185.5908050537109,1,120.5569405550201,2
2019-03-19,184.1200561523437,0,120.12328290130242,1
2019-03-20,185.7289886474609,2,119.68962524758474,2
2019-03-21,192.5694274902344,1,120.12328290130242,2
2019-03-22,188.58164978027344,2,120.12328290130242,2
2019-03-25,186.30148315429688,2,120.12328290130242,1
2019-03-26,184.37667846679688,0,119.68962524758474,2
2019-03-27,186.03497314453125,2,119.68962524758474,2
2019-03-28,186.28173828125,2,119.68962524758474,2
2019-03-29,187.4958648681641,2,119.68962524758474,2
2019-04-01,188.7692108154297,2,119.68962524758474,2
2019-04-02,191.51329040527344,2,119.68962524758474,2
2019-04-03,192.8261108398437,2,119.68962524758474,0
2019-04-04,193.16168212890625,2,119.68962524758474,2
2019-04-05,194.4547576904297,2,119.68962524758474,2
2019-04-08,197.51470947265625,1,119.68962524758474,2
2019-04-09,196.92247009277344,0,119.68962524758474,2
2019-04-10,198.02798461914065,1,119.68962524758474,2
2019-04-11,196.37957763671875,2,119.68962524758474,2
2019-04-12,196.3006134033203,0,119.68962524758474,1
2019-04-15,196.6559600830078,2,119.68962524758474,2
2019-04-16,196.6757049560547,2,119.68962524758474,2
2019-04-17,200.50558471679688,2,119.68962524758474,2
2019-04-18,201.2261505126953,2,119.68962524758474,0
2019-04-22,201.8874969482422,2,119.68962524758474,2
2019-05-14,186.93966674804688,2,119.25596759386706,1
2019-05-15,189.17906188964844,1,119.68962524758474,0
2019-05-16,188.3467254638672,2,119.68962524758474,0
2019-05-17,187.27658081054688,2,119.25596759386706,1
2019-05-20,181.42047119140625,0,119.68962524758474,0
2019-05-21,184.89846801757807,1,119.68962524758474,0
2019-05-22,181.11328125,2,119.68962524758474,2
2019-05-23,178.02174377441406,2,120.19858787070586,2
2019-05-24,177.33804321289062,2,120.19858787070586,0
2019-05-28,176.6047821044922,2,120.19858787070586,2
2019-05-29,175.7625274658203,0,120.19858787070586,2
2019-05-30,176.6741485595703,1,120.19858787070586,2
