date,adj close,SMA,BB%,RSI,CCI,PPO,PPO_signal,Signal
2000-01-03,27.71983528137207,,,,,,,1
2000-01-04,26.42545318603516,,,,,,,0
2000-01-05,26.644500732421875,,,,,,,1
2000-01-06,25.091228485107425,,,,,,,0
2000-01-07,26.126728057861328,,,,,,,2
2000-01-10,27.32154655456543,,,,,,,2
2000-01-11,28.57611846923828,,,,,,,2
2000-01-12,29.07396125793457,,,,,,,1
2000-01-13,29.01420783996582,,,,,,,0
2000-01-14,32.837646484375,27.883122634887695,,,,,,1
2000-01-18,32.5389404296875,28.36503314971924,,,,,,2
2000-01-19,31.88179016113281,28.910666847229002,,,,,,2
2000-01-20,30.467914581298828,29.293008232116698,,,,,,0
2000-01-21,31.20472526550293,29.90435791015625,,63.35671595153743,,,,2
2000-01-24,31.483522415161133,30.440037345886232,,64.4948543342899,,,,2
2000-01-25,32.35973358154297,30.943856048583985,,67.8722794724332,,,,1
2000-01-26,30.746713638305664,31.160915565490722,,57.1033682742071,,,,0
2000-01-27,31.264467239379883,31.379966163635252,,59.33376150577307,,,,1
2000-01-28,29.950159072875977,31.47356128692627,,51.94962934670836,,,,0
2000-01-31,31.52336311340332,31.3421329498291,0.7052560827683444,58.59241200094613,35.73271817440836,,,2
2000-02-01,32.31988906860352,31.320227813720702,0.7628712155290664,61.494904263509,60.37650887022439,,,1
2000-02-02,31.88179016113281,31.320227813720702,0.6955339409830754,59.04347173493893,70.0501012278868,,,0
2000-02-03,33.20606994628906,31.594043350219728,0.813028712277054,63.747894212800205,89.57728540798021,,,2
2000-02-04,33.38532257080078,31.812103080749512,0.8286143905573087,64.34489561259315,125.4590536511486,,,2
2000-02-07,34.401222229003906,32.103873062133786,0.9491876149005469,67.60130912001839,136.32082375006655,,,2
2000-02-08,34.68009185791016,32.33590888977051,0.9626925195251137,68.45305536337608,165.4122372500302,4.514985960091217,,1
2000-02-09,33.345489501953125,32.59578647613525,0.7409290727864007,60.284855750351795,109.18726145757799,4.3681697706129805,,0
2000-02-10,34.301631927490234,32.89950294494629,0.8686268880549309,63.63294497969021,99.78648196788828,4.434142926080045,,1
2000-02-11,33.74388122558594,33.27887516021728,0.7596548149798419,60.4324769415496,99.98432666409187,4.295775918005162,,0
2000-02-14,35.018741607666016,33.62841300964355,0.941224283333074,64.79147330358563,114.75482617224137,4.442912921766785,,2
2000-02-15,35.696006774902344,33.966024780273436,0.977855902561038,66.87899929003966,122.48778661072728,4.662101813759813,,1
2000-02-16,34.16219711303711,34.194065475463866,0.716830071253795,58.429794955441686,100.57269881959164,4.411040710556538,,0
2000-02-17,35.058589935302734,34.37931747436524,0.82282380060808,61.491701696844274,101.77822039869812,4.374378693948695,,1
2000-02-18,33.58452224731445,34.3992374420166,0.5769634973532577,54.3962146635535,52.76067257957025,3.9465224807691226,4.349888979932033,0
2000-02-22,34.02274703979492,34.3613899230957,0.6298578718319714,56.02092517052219,11.34146299777893,3.6699068562437183,4.21389255519437,2
2000-02-23,34.75977325439453,34.36935806274414,0.7281287876327512,58.686770315743466,59.833764942828736,3.5843156575513055,4.087977175665757,2
2000-02-24,36.413116455078125,34.67612075805664,0.9457160927720084,63.96383224800151,145.24935421092997,3.859988470325858,4.042379434597778,1
2000-02-25,36.09440612792969,34.855398178100586,0.8585747179553178,62.31153084963886,145.0976392197297,3.9513581365900783,4.0241751749962384,2
